sciNameID,relationshipOfAssociate,associateSciNameID
1c19254e37344df68dc81e83a48866cf,host plant of,a0b8695ea362404ba4e2984d630bb1d4
a0b8695ea362404ba4e2984d630bb1d4,herbivore of,1c19254e37344df68dc81e83a48866cf
1c19254e37344df68dc81e83a48866cf,host plant of,e0923e8ea52e4d4c924936815a9ca7fd
e0923e8ea52e4d4c924936815a9ca7fd,herbivore of,1c19254e37344df68dc81e83a48866cf
1c19254e37344df68dc81e83a48866cf,host plant of,ff627ef1896641b8af4bfc04573754e3
ff627ef1896641b8af4bfc04573754e3,herbivore of,1c19254e37344df68dc81e83a48866cf
1c19254e37344df68dc81e83a48866cf,host plant of,5ba06706422d45c79411d78fa21bde9e
5ba06706422d45c79411d78fa21bde9e,herbivore of,1c19254e37344df68dc81e83a48866cf
1c19254e37344df68dc81e83a48866cf,host plant of,9a40b6a68b2a40ee8aecc0c9eca9772d
9a40b6a68b2a40ee8aecc0c9eca9772d,herbivore of,1c19254e37344df68dc81e83a48866cf
1c19254e37344df68dc81e83a48866cf,host plant of,997add7a3c7f40709c55d2853fd9e652
997add7a3c7f40709c55d2853fd9e652,herbivore of,1c19254e37344df68dc81e83a48866cf
1c19254e37344df68dc81e83a48866cf,host plant of,c8ce6e5f2abe464f8dcfacf50526af70
c8ce6e5f2abe464f8dcfacf50526af70,herbivore of,1c19254e37344df68dc81e83a48866cf
1c19254e37344df68dc81e83a48866cf,host plant of,a54bae5c2340491da6541c587f87c78d
a54bae5c2340491da6541c587f87c78d,herbivore of,1c19254e37344df68dc81e83a48866cf
1c19254e37344df68dc81e83a48866cf,host plant of,8b1223a9a6ee46afbe656ef771fbd1e9
8b1223a9a6ee46afbe656ef771fbd1e9,herbivore of,1c19254e37344df68dc81e83a48866cf
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,ac89db12bd7b40eca9d190bfbc32b8be
ac89db12bd7b40eca9d190bfbc32b8be,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,522f840b556543bf8c4a0d99ea84ecb7
522f840b556543bf8c4a0d99ea84ecb7,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,dd90de5b80054b42be14a0cbf883a5d7
dd90de5b80054b42be14a0cbf883a5d7,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,6f6a31d9fd3b43b697b14b7c37b2a8f8
6f6a31d9fd3b43b697b14b7c37b2a8f8,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,350a91fa220c496787c02a5ef7a8a973
350a91fa220c496787c02a5ef7a8a973,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,dd1cd70d7de64d18ac75c10c5556cd52
dd1cd70d7de64d18ac75c10c5556cd52,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,fa186be66e564ee1a24d9d266e2fe354
fa186be66e564ee1a24d9d266e2fe354,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,240d7e2dcfae4ed38bb79f34b320ee3c
240d7e2dcfae4ed38bb79f34b320ee3c,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,6cdebd40f62d4a1fbca64f7b70242f5e
6cdebd40f62d4a1fbca64f7b70242f5e,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,45781c22862548c1821c8faa424feb75
45781c22862548c1821c8faa424feb75,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,7d3b3ec8605a47ab8417a79e09a3135d
7d3b3ec8605a47ab8417a79e09a3135d,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,fd0b237754c44aa9a55ca71dd9b00d16
fd0b237754c44aa9a55ca71dd9b00d16,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,9dcf368026a240ffaa94091f27585df6
9dcf368026a240ffaa94091f27585df6,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,064cc43b42124fab9eec2aeb2ce20ef1
064cc43b42124fab9eec2aeb2ce20ef1,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,4da9c2ad918442c5a803d8e1a74166f9
4da9c2ad918442c5a803d8e1a74166f9,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,31604965be3840b0852528c57c6dd92a
31604965be3840b0852528c57c6dd92a,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,20f345e3e7584b8fbfbe821c9933dde2
20f345e3e7584b8fbfbe821c9933dde2,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,a5712d02a7cf4763ac2676912fcaa021
a5712d02a7cf4763ac2676912fcaa021,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,a4208f9a5914405f9bdb6320de8e514d
a4208f9a5914405f9bdb6320de8e514d,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
12fcc7c4155b4aa68bccfbc8b0b0bd43,host plant of,d9f6fc76d69f4c0497dce71a0d5e93ca
d9f6fc76d69f4c0497dce71a0d5e93ca,herbivore of,12fcc7c4155b4aa68bccfbc8b0b0bd43
2bd6072689f9496a80127325061389cd,host plant of,e17998d20e23445a8534e43419bc4937
e17998d20e23445a8534e43419bc4937,herbivore of,2bd6072689f9496a80127325061389cd
2bd6072689f9496a80127325061389cd,host plant of,89d835cba33e448b95bcd7df261e345b
89d835cba33e448b95bcd7df261e345b,herbivore of,2bd6072689f9496a80127325061389cd
2bd6072689f9496a80127325061389cd,host plant of,7d3b3ec8605a47ab8417a79e09a3135d
7d3b3ec8605a47ab8417a79e09a3135d,herbivore of,2bd6072689f9496a80127325061389cd
2bd6072689f9496a80127325061389cd,host plant of,45781c22862548c1821c8faa424feb75
45781c22862548c1821c8faa424feb75,herbivore of,2bd6072689f9496a80127325061389cd
2bd6072689f9496a80127325061389cd,host plant of,d28ff028222641509fb0d5b02663d153
d28ff028222641509fb0d5b02663d153,herbivore of,2bd6072689f9496a80127325061389cd
2bd6072689f9496a80127325061389cd,host plant of,d4bb31d4de7e43bab47c44bff5822182
d4bb31d4de7e43bab47c44bff5822182,herbivore of,2bd6072689f9496a80127325061389cd
2bd6072689f9496a80127325061389cd,host plant of,a155aa292b224f35a415febd382a49ee
a155aa292b224f35a415febd382a49ee,herbivore of,2bd6072689f9496a80127325061389cd
11115aaf20e447049e030ccf257fc9f1,host plant of,ba21f2192d084b7ba10191f3e8d4a982
ba21f2192d084b7ba10191f3e8d4a982,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,1e02c9c91085410092b1dcfa20c2be82
1e02c9c91085410092b1dcfa20c2be82,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,60582200ab5140b78c2b34fff13cb4cf
60582200ab5140b78c2b34fff13cb4cf,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,c2f27c0d5e724156b0548363a1894a86
c2f27c0d5e724156b0548363a1894a86,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,9a933624fd7745749e71d66497adad89
9a933624fd7745749e71d66497adad89,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,93fbbe5348ae4b75abaf151da55e1089
93fbbe5348ae4b75abaf151da55e1089,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,fc67ceb5c2de4815bf9b1dfcad5bbbbe
fc67ceb5c2de4815bf9b1dfcad5bbbbe,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,9b5f09b6cdc54dc49900743d95a168cf
9b5f09b6cdc54dc49900743d95a168cf,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,5276101f6acb4ca5beacb7dc73338322
5276101f6acb4ca5beacb7dc73338322,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,dd90de5b80054b42be14a0cbf883a5d7
dd90de5b80054b42be14a0cbf883a5d7,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,ca57386786f14170a32c6818ee739e21
ca57386786f14170a32c6818ee739e21,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,6f6a31d9fd3b43b697b14b7c37b2a8f8
6f6a31d9fd3b43b697b14b7c37b2a8f8,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,2a4e8321f6f44996a200d28cb3a69c52
2a4e8321f6f44996a200d28cb3a69c52,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,1a977e5c55f044ed8741172573988a15
1a977e5c55f044ed8741172573988a15,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,9c04bebde35b42658388827c10f989f4
9c04bebde35b42658388827c10f989f4,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,9dcf368026a240ffaa94091f27585df6
9dcf368026a240ffaa94091f27585df6,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,7d3b3ec8605a47ab8417a79e09a3135d
7d3b3ec8605a47ab8417a79e09a3135d,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,9a40b6a68b2a40ee8aecc0c9eca9772d
9a40b6a68b2a40ee8aecc0c9eca9772d,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,e450c2ffead04332a62d4984af95e263
e450c2ffead04332a62d4984af95e263,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,dd1cd70d7de64d18ac75c10c5556cd52
dd1cd70d7de64d18ac75c10c5556cd52,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,6cdebd40f62d4a1fbca64f7b70242f5e
6cdebd40f62d4a1fbca64f7b70242f5e,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,3bd34302aefa48229e05a89a044b10a4
3bd34302aefa48229e05a89a044b10a4,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,1aa30591b5364ae1949c96098c69225e
1aa30591b5364ae1949c96098c69225e,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,d28ff028222641509fb0d5b02663d153
d28ff028222641509fb0d5b02663d153,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,31604965be3840b0852528c57c6dd92a
31604965be3840b0852528c57c6dd92a,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,bebd50d2a13e4cd5891a1d3c548449f1
bebd50d2a13e4cd5891a1d3c548449f1,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,a4208f9a5914405f9bdb6320de8e514d
a4208f9a5914405f9bdb6320de8e514d,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,064cc43b42124fab9eec2aeb2ce20ef1
064cc43b42124fab9eec2aeb2ce20ef1,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,812d25b7cb9f4623a28fff46b60e7642
812d25b7cb9f4623a28fff46b60e7642,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,f24bf56faca5493399f0147828c6f2a9
f24bf56faca5493399f0147828c6f2a9,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,d9f6fc76d69f4c0497dce71a0d5e93ca
d9f6fc76d69f4c0497dce71a0d5e93ca,herbivore of,11115aaf20e447049e030ccf257fc9f1
11115aaf20e447049e030ccf257fc9f1,host plant of,97ade7d44a9846f790f94b8ae7869c46
97ade7d44a9846f790f94b8ae7869c46,herbivore of,11115aaf20e447049e030ccf257fc9f1
27d1311d17314b5dac4bd849c67d1daf,host plant of,e624b614b2aa46b391d01f58505b1b75
e624b614b2aa46b391d01f58505b1b75,herbivore of,27d1311d17314b5dac4bd849c67d1daf
27d1311d17314b5dac4bd849c67d1daf,host plant of,17d6fd0ccae0409fafbe5620001e87ef
17d6fd0ccae0409fafbe5620001e87ef,herbivore of,27d1311d17314b5dac4bd849c67d1daf
27d1311d17314b5dac4bd849c67d1daf,host plant of,62db2e8db69d42199acefde07ea30f19
62db2e8db69d42199acefde07ea30f19,herbivore of,27d1311d17314b5dac4bd849c67d1daf
27d1311d17314b5dac4bd849c67d1daf,host plant of,e746b57870474bc18e07ef39e28c2d9f
e746b57870474bc18e07ef39e28c2d9f,herbivore of,27d1311d17314b5dac4bd849c67d1daf
27d1311d17314b5dac4bd849c67d1daf,host plant of,4c9fc88c22ba4a4fb10d678f9cec8ee3
4c9fc88c22ba4a4fb10d678f9cec8ee3,herbivore of,27d1311d17314b5dac4bd849c67d1daf
27d1311d17314b5dac4bd849c67d1daf,host plant of,ae06efedbe9649e1b0b71e41cd2c8cb1
ae06efedbe9649e1b0b71e41cd2c8cb1,herbivore of,27d1311d17314b5dac4bd849c67d1daf
27d1311d17314b5dac4bd849c67d1daf,host plant of,a0b8695ea362404ba4e2984d630bb1d4
a0b8695ea362404ba4e2984d630bb1d4,herbivore of,27d1311d17314b5dac4bd849c67d1daf
27d1311d17314b5dac4bd849c67d1daf,host plant of,880a117f68f041b59dd7fd19c3b3cb63
880a117f68f041b59dd7fd19c3b3cb63,herbivore of,27d1311d17314b5dac4bd849c67d1daf
27d1311d17314b5dac4bd849c67d1daf,host plant of,0b0f265013744886931118745e61d058
0b0f265013744886931118745e61d058,herbivore of,27d1311d17314b5dac4bd849c67d1daf
27d1311d17314b5dac4bd849c67d1daf,host plant of,d3e144f71d0241118d4ce501a2ec5a1f
d3e144f71d0241118d4ce501a2ec5a1f,herbivore of,27d1311d17314b5dac4bd849c67d1daf
27d1311d17314b5dac4bd849c67d1daf,host plant of,0506cea30d054cecb0c735914f912647
0506cea30d054cecb0c735914f912647,herbivore of,27d1311d17314b5dac4bd849c67d1daf
abf51c4015c14736a79040a2c92218a2,host plant of,d5820a940b5f4f2e99d122ec913da75a
d5820a940b5f4f2e99d122ec913da75a,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,ac89db12bd7b40eca9d190bfbc32b8be
ac89db12bd7b40eca9d190bfbc32b8be,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,522f840b556543bf8c4a0d99ea84ecb7
522f840b556543bf8c4a0d99ea84ecb7,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,528d607a59764e8eb4483b3389f8858d
528d607a59764e8eb4483b3389f8858d,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,00a53b065ccd4ea7b2d1d9044b6ff39a
00a53b065ccd4ea7b2d1d9044b6ff39a,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,c271204e1d4542f9acbfff5fd560ab64
c271204e1d4542f9acbfff5fd560ab64,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,fc67ceb5c2de4815bf9b1dfcad5bbbbe
fc67ceb5c2de4815bf9b1dfcad5bbbbe,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,6f6a31d9fd3b43b697b14b7c37b2a8f8
6f6a31d9fd3b43b697b14b7c37b2a8f8,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,dd90de5b80054b42be14a0cbf883a5d7
dd90de5b80054b42be14a0cbf883a5d7,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,c129e1b271304caf950a6485509756df
c129e1b271304caf950a6485509756df,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,ca57386786f14170a32c6818ee739e21
ca57386786f14170a32c6818ee739e21,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,fd0b237754c44aa9a55ca71dd9b00d16
fd0b237754c44aa9a55ca71dd9b00d16,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,9a40b6a68b2a40ee8aecc0c9eca9772d
9a40b6a68b2a40ee8aecc0c9eca9772d,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,9dcf368026a240ffaa94091f27585df6
9dcf368026a240ffaa94091f27585df6,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,fc58da841da64b73ae0131375cd7e346
fc58da841da64b73ae0131375cd7e346,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,7d3b3ec8605a47ab8417a79e09a3135d
7d3b3ec8605a47ab8417a79e09a3135d,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,e8190c678a344adcb5adee313a51ab55
e8190c678a344adcb5adee313a51ab55,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,b543bab33cf044adaaa147db5ae02e07
b543bab33cf044adaaa147db5ae02e07,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,240d7e2dcfae4ed38bb79f34b320ee3c
240d7e2dcfae4ed38bb79f34b320ee3c,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,dc9125b4576a4feabb3035069657bdaa
dc9125b4576a4feabb3035069657bdaa,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,75d30179a97849fa8fe727dfb8398503
75d30179a97849fa8fe727dfb8398503,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,3bd34302aefa48229e05a89a044b10a4
3bd34302aefa48229e05a89a044b10a4,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,fa186be66e564ee1a24d9d266e2fe354
fa186be66e564ee1a24d9d266e2fe354,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,6cdebd40f62d4a1fbca64f7b70242f5e
6cdebd40f62d4a1fbca64f7b70242f5e,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,dd1cd70d7de64d18ac75c10c5556cd52
dd1cd70d7de64d18ac75c10c5556cd52,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,17c201c8da1847929a10109237aab0f4
17c201c8da1847929a10109237aab0f4,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,20f345e3e7584b8fbfbe821c9933dde2
20f345e3e7584b8fbfbe821c9933dde2,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,4da9c2ad918442c5a803d8e1a74166f9
4da9c2ad918442c5a803d8e1a74166f9,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,31604965be3840b0852528c57c6dd92a
31604965be3840b0852528c57c6dd92a,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,1d9b0d252efb454ea7fe88d19b18545c
1d9b0d252efb454ea7fe88d19b18545c,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,f8637387c8db45f1b55464e2935ea195
f8637387c8db45f1b55464e2935ea195,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,064cc43b42124fab9eec2aeb2ce20ef1
064cc43b42124fab9eec2aeb2ce20ef1,herbivore of,abf51c4015c14736a79040a2c92218a2
abf51c4015c14736a79040a2c92218a2,host plant of,97ade7d44a9846f790f94b8ae7869c46
97ade7d44a9846f790f94b8ae7869c46,herbivore of,abf51c4015c14736a79040a2c92218a2
a2aff4b8fe74465283dfa1104d08c897,host plant of,ca3de76c2d05441c82a1b97518985eba
ca3de76c2d05441c82a1b97518985eba,herbivore of,a2aff4b8fe74465283dfa1104d08c897
a2aff4b8fe74465283dfa1104d08c897,host plant of,4143596420004d559ee270fbf5b0c6e3
4143596420004d559ee270fbf5b0c6e3,herbivore of,a2aff4b8fe74465283dfa1104d08c897
f1b72f4194794319a8c9a7820eb7c96e,host plant of,b555107fd7394b749f00719b99deff64
b555107fd7394b749f00719b99deff64,herbivore of,f1b72f4194794319a8c9a7820eb7c96e
f1b72f4194794319a8c9a7820eb7c96e,host plant of,fd0b237754c44aa9a55ca71dd9b00d16
fd0b237754c44aa9a55ca71dd9b00d16,herbivore of,f1b72f4194794319a8c9a7820eb7c96e
f1b72f4194794319a8c9a7820eb7c96e,host plant of,9a40b6a68b2a40ee8aecc0c9eca9772d
9a40b6a68b2a40ee8aecc0c9eca9772d,herbivore of,f1b72f4194794319a8c9a7820eb7c96e
f1b72f4194794319a8c9a7820eb7c96e,host plant of,180bb00c2e7445a0872849c6e1bc7186
180bb00c2e7445a0872849c6e1bc7186,herbivore of,f1b72f4194794319a8c9a7820eb7c96e
3d9f529d47f14660b558bc741c2940ea,host plant of,d7146f9252014a3598a83add440b785b
d7146f9252014a3598a83add440b785b,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,6f6a31d9fd3b43b697b14b7c37b2a8f8
6f6a31d9fd3b43b697b14b7c37b2a8f8,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,ae06efedbe9649e1b0b71e41cd2c8cb1
ae06efedbe9649e1b0b71e41cd2c8cb1,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,fc58da841da64b73ae0131375cd7e346
fc58da841da64b73ae0131375cd7e346,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,997add7a3c7f40709c55d2853fd9e652
997add7a3c7f40709c55d2853fd9e652,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,176e55085bc242c8a3a3045b06b605cb
176e55085bc242c8a3a3045b06b605cb,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,6cdebd40f62d4a1fbca64f7b70242f5e
6cdebd40f62d4a1fbca64f7b70242f5e,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,9dcf368026a240ffaa94091f27585df6
9dcf368026a240ffaa94091f27585df6,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,6582c42d3e4845f8a3fa535dc9af15c5
6582c42d3e4845f8a3fa535dc9af15c5,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,b10fe1569a7b402595dd8d16f21acf5f
b10fe1569a7b402595dd8d16f21acf5f,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,f505d36396524c81af039fae6e19cd45
f505d36396524c81af039fae6e19cd45,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,3f20c7b3d313457fa838eeb1e0213ae4
3f20c7b3d313457fa838eeb1e0213ae4,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,364ee199ca2148d8aeb8e955bb1959c4
364ee199ca2148d8aeb8e955bb1959c4,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,d15e4dc80072477c8626cd75b6ba8caf
d15e4dc80072477c8626cd75b6ba8caf,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,a0b8695ea362404ba4e2984d630bb1d4
a0b8695ea362404ba4e2984d630bb1d4,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,9b9a2b1e533443bba4658a5ab164a3ed
9b9a2b1e533443bba4658a5ab164a3ed,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,6eb51782a92f4f9ca4281bd06086ff69
6eb51782a92f4f9ca4281bd06086ff69,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,898929e63a4b45659000c14211180642
898929e63a4b45659000c14211180642,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,968834638ddf4a69ad0436aa18482ab2
968834638ddf4a69ad0436aa18482ab2,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,ab5c0fd0aa5f4954a56eff73a669ac49
ab5c0fd0aa5f4954a56eff73a669ac49,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,10f06b1ca6f7471a97c69b448c277420
10f06b1ca6f7471a97c69b448c277420,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,056e823784a74508ae5ef10a9d2d745f
056e823784a74508ae5ef10a9d2d745f,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,9a40b6a68b2a40ee8aecc0c9eca9772d
9a40b6a68b2a40ee8aecc0c9eca9772d,herbivore of,3d9f529d47f14660b558bc741c2940ea
3d9f529d47f14660b558bc741c2940ea,host plant of,7d3b3ec8605a47ab8417a79e09a3135d
