canonicalName,class,classKey,confidence,family,familyKey,genus,genusKey,kingdom,kingdomKey,matchType,note,order,orderKey,phylum,phylumKey,rank,scientificName,species,speciesKey,status,synonym,usageKey,verbatimScientificName
Sundapteryx,Insecta,216,96,Cicadellidae,9647.0,Amrasca,2042778.0,Animalia,1,HIGHERRANK,,Hemiptera,809,Arthropoda,54,GENUS,"Sundapteryx Dworakowska, 1970",,,SYNONYM,True,2038665,Sundapteryx biguttula
Anomis erosa,Insecta,216,100,Noctuidae,7015.0,Anomis,1784925.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Anomis erosa Hübner, 1818",Anomis erosa,1785024.0,ACCEPTED,False,1785024,Anomis erosa
Diaphanes indicus,Insecta,216,80,Lampyridae,4737.0,Diaphanes,4762655.0,Animalia,1,FUZZY,,Coleoptera,1470,Arthropoda,54,SPECIES,"Diaphanes indicus Motschulsky, 1854",Diaphanes indicus,6990403.0,ACCEPTED,False,6990403,Diaphania indica
Codiaeum variegatum,Magnoliopsida,220,99,Euphorbiaceae,4691.0,Codiaeum,3071464.0,Plantae,6,EXACT,,Malpighiales,1414,Tracheophyta,7707728,SPECIES,Codiaeum variegatum (L.) Rumph. ex A.Juss.,Codiaeum variegatum,3071476.0,ACCEPTED,False,3071476,Codiaeum variegatum
Trigonops,Insecta,216,96,Curculionidae,4239.0,Trigonops,1225109.0,Animalia,1,HIGHERRANK,,Coleoptera,1470,Arthropoda,54,GENUS,"Trigonops Guérin-Ménéville, 1841",,,ACCEPTED,False,1225109,Trigonops hirsuta
Trigonops,Insecta,216,96,Curculionidae,4239.0,Trigonops,1225109.0,Animalia,1,HIGHERRANK,,Coleoptera,1470,Arthropoda,54,GENUS,"Trigonops Guérin-Ménéville, 1841",,,ACCEPTED,False,1225109,Trigonops inusitata
Lepidosaphes tokionis,Insecta,216,99,Diaspididae,4521.0,Lepidosaphes,2088966.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Lepidosaphes tokionis (Kuwana, 1902)",Lepidosaphes tokionis,2089086.0,ACCEPTED,False,2089086,Lepidosaphes tokionis
Achaea janata,Insecta,216,99,Noctuidae,7015.0,Acanthodelta,1761917.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,Achaea janata (Linnaeus),Acanthodelta janata,5109097.0,SYNONYM,True,5113950,Achaea janata
Cucurbitaceae,Magnoliopsida,220,95,Cucurbitaceae,6634.0,,,Plantae,6,EXACT,,Cucurbitales,7224005,Tracheophyta,7707728,FAMILY,Cucurbitaceae,,,ACCEPTED,False,6634,Cucurbitaceae
Aulacophora,Insecta,216,95,Chrysomelidae,7780.0,Aulacophora,3260118.0,Animalia,1,HIGHERRANK,,Coleoptera,1470,Arthropoda,54,GENUS,"Aulacophora Chevrolat in d'Orbigny, 1842",,,ACCEPTED,False,3260118,Aulacophora flavomarginata
Nanyozo viridilineatus,Insecta,216,100,Curculionidae,4239.0,Nanyozo,4744603.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Nanyozo viridilineatus Kono, 1942",Nanyozo viridilineatus,7733031.0,ACCEPTED,False,7733031,Nanyozo viridilineatus
Aulacophora,Insecta,216,95,Chrysomelidae,7780.0,Aulacophora,3260118.0,Animalia,1,HIGHERRANK,,Coleoptera,1470,Arthropoda,54,GENUS,"Aulacophora Chevrolat in d'Orbigny, 1842",,,ACCEPTED,False,3260118,Aulacophora marginalis
Aulacophora similis,Insecta,216,99,Chrysomelidae,7780.0,Aulacophora,3260118.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Aulacophora similis Maulik, 1929",Aulacophora abdominalis,5808809.0,SYNONYM,True,5808814,Aulacophora similis
Aulacophora quadrimaculata,Insecta,216,100,Chrysomelidae,7780.0,Aulacophora,3260118.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Aulacophora quadrimaculata (Fabricius, 1781)",Aulacophora quadrimaculata,5808792.0,ACCEPTED,False,5808792,Aulacophora quadrimaculata
Physomerus grossipes,Insecta,216,100,Coreidae,9649.0,Physomerus,1209327.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Physomerus grossipes (Fabricius, 1794)",Physomerus grossipes,5733019.0,ACCEPTED,False,5733019,Physomerus grossipes
Megymenum affine,Insecta,216,100,Dinidoridae,3266521.0,Megymenum,3266522.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Megymenum affine Boisduval, 1835",Megymenum affine,4781480.0,ACCEPTED,False,4781480,Megymenum affine
Halticus insularis,Insecta,216,100,Miridae,4319.0,Halticus,2010238.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Halticus insularis Usinger, 1946",Halticus insularis,6130167.0,ACCEPTED,False,6130167,Halticus insularis
Lepidosaphes beckii,Insecta,216,99,Diaspididae,4521.0,Lepidosaphes,2088966.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Lepidosaphes beckii (Newman, 1869)",Lepidosaphes beckii,2089006.0,ACCEPTED,False,2089006,Lepidosaphes beckii
Diaphania,Insecta,216,95,,,Diaphania,3258127.0,Animalia,1,HIGHERRANK,,Lepidoptera,797,Arthropoda,54,GENUS,"Diaphania Hübner, 1818",,,ACCEPTED,False,3258127,Diaphania hyalinata
Stenocatantops splendens,Insecta,216,100,Acrididae,9394.0,Stenocatantops,1712229.0,Animalia,1,EXACT,,Orthoptera,1458,Arthropoda,54,SPECIES,"Stenocatantops splendens (Thunberg, 1815)",Stenocatantops splendens,1712231.0,ACCEPTED,False,1712231,Stenocatantops splendens
Cycas,Cycadopsida,228,97,Cycadaceae,6168.0,Cycas,2683206.0,Plantae,6,EXACT,,Cycadales,834,Tracheophyta,7707728,GENUS,Cycas L.,,,ACCEPTED,False,2683206,Cycas
Anaballus amplicollis,Insecta,216,100,Curculionidae,4239.0,Anaballus,1177740.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Anaballus amplicollis Fairmaire, 1849",Anaballus amplicollis,4291693.0,ACCEPTED,False,4291693,Anaballus amplicollis
Alciphron glaucus,Insecta,216,100,Pentatomidae,9650.0,Alciphron,4782384.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Alciphron glaucus (Fabricius, 1775)",Alciphron glaucus,4782385.0,ACCEPTED,False,4782385,Alciphron glaucus
Lepidosaphes carolinensis,Insecta,216,100,Diaspididae,4521.0,Lepidosaphes,2088966.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Lepidosaphes carolinensis Beardsley, 1966",Lepidosaphes carolinensis,2089229.0,ACCEPTED,False,2089229,Lepidosaphes carolinensis
Chilades,Insecta,216,96,Lycaenidae,5473.0,Chilades,1922270.0,Animalia,1,HIGHERRANK,,Lepidoptera,797,Arthropoda,54,GENUS,"Chilades Moore, 1881",,,ACCEPTED,False,1922270,Chilades pandava
Solanum melongena,Magnoliopsida,220,99,Solanaceae,7717.0,Solanum,2928997.0,Plantae,6,EXACT,,Solanales,1176,Tracheophyta,7707728,SPECIES,Solanum melongena L.,Solanum melongena,2930617.0,ACCEPTED,False,2930617,Solanum melongena
Epitrix hirtipennis,Insecta,216,100,Chrysomelidae,7780.0,Epitrix,1048246.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Epitrix hirtipennis (F. E. Melsheimer, 1847)",Epitrix hirtipennis,1048253.0,ACCEPTED,False,1048253,Epitrix hirtipennis
Epilachna,Insecta,216,95,Coccinellidae,7782.0,Epilachna,1043619.0,Animalia,1,HIGHERRANK,,Coleoptera,1470,Arthropoda,54,GENUS,"Epilachna Chevrolat, 1836",,,ACCEPTED,False,1043619,Epilachna vigintisexpunctata philippensis
Lygus kusaiensis,Insecta,216,100,Miridae,4319.0,Lygus,2010563.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Lygus kusaiensis Carvalho, 1956",Lygus kusaiensis,8324342.0,ACCEPTED,False,8324342,Lygus kusaiensis
Protoparce,Insecta,216,96,Sphingidae,8868.0,Protoparce,4703461.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,GENUS,"Protoparce Burmeister, 1855",,,DOUBTFUL,False,4703461,Protoparce
Ficus,Magnoliopsida,220,97,Moraceae,6640.0,Ficus,2984588.0,Plantae,6,EXACT,,Rosales,691,Tracheophyta,7707728,GENUS,"Ficus Linnaeus, 1758",,,ACCEPTED,False,2984588,Ficus
Ceroplastes,Insecta,216,96,Coccidae,6963.0,Ceroplastes,2092293.0,Animalia,1,HIGHERRANK,,Hemiptera,809,Arthropoda,54,GENUS,"Ceroplastes Gray, 1828",,,ACCEPTED,False,2092293,Ceroplastes ceriferus
Euploea leucostictos,Insecta,216,100,Nymphalidae,7017.0,Euploea,1916794.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Euploea leucostictos Gmelin, 1788",Euploea leucostictos,5136414.0,ACCEPTED,False,5136414,Euploea leucostictos
Zingiber officinale,Liliopsida,196,100,Zingiberaceae,4687.0,Zingiber,2756693.0,Plantae,6,EXACT,,Zingiberales,627,Tracheophyta,7707728,SPECIES,Zingiber officinale Roscoe,Zingiber officinale,2757280.0,ACCEPTED,False,2757280,Zingiber officinale
Ostrinia furnacalis,Insecta,216,100,Crambidae,8841.0,Ostrinia,1886289.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Ostrinia furnacalis Guenée, 1854",Ostrinia furnacalis,1886362.0,ACCEPTED,False,1886362,Ostrinia furnacalis
Psidium guajava,Magnoliopsida,220,100,Myrtaceae,5014.0,Psidium,3187232.0,Plantae,6,EXACT,,Myrtales,690,Tracheophyta,7707728,SPECIES,Psidium guajava L.,Psidium guajava,5420380.0,ACCEPTED,False,5420380,Psidium guajava
Saissetia neglecta,Insecta,216,100,Coccidae,6963.0,Saissetia,2091083.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Saissetia neglecta De Lotto, 1969",Saissetia neglecta,5163430.0,ACCEPTED,False,5163430,Saissetia neglecta
Kilifia acuminata,Insecta,216,99,Coccidae,6963.0,Kilifia,2091496.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Kilifia acuminata (Signoret, 1873)",Kilifia acuminata,5163553.0,ACCEPTED,False,5163553,Kilifia acuminata
Kilifia deltoides,Insecta,216,100,Coccidae,6963.0,Kilifia,2091496.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Kilifia deltoides De Lotto, 1965",Kilifia deltoides,5163561.0,ACCEPTED,False,5163561,Kilifia deltoides
Aleurothrixus floccosus,Insecta,216,100,Aleyrodidae,4304.0,Aleurothrixus,2012135.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Aleurothrixus floccosus (Maskell, 1896)",Aleurothrixus floccosus,2012137.0,ACCEPTED,False,2012137,Aleurothrixus floccosus
Parlatoria pergandii,Insecta,216,99,Diaspididae,4521.0,Parlatoria,2085650.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Parlatoria pergandii Comstock, 1881",Parlatoria pergandii,5162255.0,ACCEPTED,False,5162255,Parlatoria pergandii
Neotermes connexus,Insecta,216,100,Kalotermitidae,4353.0,Neotermes,2007329.0,Animalia,1,EXACT,,Isoptera,999,Arthropoda,54,SPECIES,"Neotermes connexus Snyder, 1922",Neotermes connexus,2007333.0,ACCEPTED,False,2007333,Neotermes connexus
Dudua aprobola,Insecta,216,100,Tortricidae,5343.0,Dudua,1740814.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Dudua aprobola Meyrick, 1886",Dudua aprobola,1740828.0,ACCEPTED,False,1740828,Dudua aprobola
Anua tongaensis,Insecta,216,100,Noctuidae,7015.0,Anua,1779462.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Anua tongaensis Hampson, 1913",Anua tongaensis,1779563.0,ACCEPTED,False,1779563,Anua tongaensis
Strepsicrates ejectana,Insecta,216,100,Tortricidae,5343.0,Strepsicrates,1743318.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Strepsicrates ejectana Walker, 1863",Strepsicrates ejectana,1743319.0,ACCEPTED,False,1743319,Strepsicrates ejectana
Erythrina variegata,Magnoliopsida,220,100,Fabaceae,5386.0,Erythrina,2945830.0,Plantae,6,EXACT,,Fabales,1370,Tracheophyta,7707728,SPECIES,Erythrina variegata L.,Erythrina variegata,5349581.0,ACCEPTED,False,5349581,Erythrina variegata
Saissetia miranda,Insecta,216,99,Coccidae,6963.0,Saissetia,2091083.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Saissetia miranda (Cockerell & Parrott in Cockerell, 1899)",Saissetia miranda,8259259.0,ACCEPTED,False,8259259,Saissetia miranda
Agathodes ostentalis,Insecta,216,100,Crambidae,8841.0,Agathodes,1883459.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Agathodes ostentalis Geyer, 1837",Agathodes ostentalis,5127097.0,ACCEPTED,False,5127097,Agathodes ostentalis
Casuarina equisetifolia,Magnoliopsida,220,99,Casuarinaceae,5352.0,Casuarina,2891925.0,Plantae,6,EXACT,,Fagales,1354,Tracheophyta,7707728,SPECIES,Casuarina equisetifolia L.,Casuarina equisetifolia,2891930.0,ACCEPTED,False,2891930,Casuarina equisetifolia
Artocarpus heterophyllus,Magnoliopsida,220,100,Moraceae,6640.0,Artocarpus,2984563.0,Plantae,6,EXACT,,Rosales,691,Tracheophyta,7707728,SPECIES,Artocarpus heterophyllus Lam.,Artocarpus heterophyllus,2984565.0,ACCEPTED,False,2984565,Artocarpus heterophyllus
Calophyllum inophyllum,Magnoliopsida,220,99,Calophyllaceae,4907584.0,Calophyllum,3189443.0,Plantae,6,EXACT,,Malpighiales,1414,Tracheophyta,7707728,SPECIES,Calophyllum inophyllum L.,Calophyllum inophyllum,5421065.0,ACCEPTED,False,5421065,Calophyllum inophyllum
Citrus,Magnoliopsida,220,97,Rutaceae,2396.0,Citrus,3190155.0,Plantae,6,EXACT,,Sapindales,933,Tracheophyta,7707728,GENUS,Citrus L.,,,ACCEPTED,False,3190155,Citrus
Eotetranychus cendanai,Arachnida,367,100,Tetranychidae,6057.0,Eotetranychus,2129731.0,Animalia,1,EXACT,,Prostigmata,372,Arthropoda,54,SPECIES,"Eotetranychus cendanai Rimando, 1962",Eotetranychus cendanai,2129742.0,ACCEPTED,False,2129742,Eotetranychus cendanai
Daealus,Insecta,216,96,Curculionidae,4239.0,Daealus,4745629.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,GENUS,"Daealus Zimmerman, 1942",,,DOUBTFUL,False,4745629,Daealus
Protaetia fusca,Insecta,216,100,Cetoniidae,4204.0,Protaetia,1080110.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Protaetia fusca (Herbst, 1790)",Protaetia fusca,1080274.0,ACCEPTED,False,1080274,Protaetia fusca
Chrysobothris,Insecta,216,95,Buprestidae,3789.0,Chrysobothris,4990909.0,Animalia,1,HIGHERRANK,,Coleoptera,1470,Arthropoda,54,GENUS,"Chrysobothris Eschscholtz, 1829",,,ACCEPTED,False,4990909,Chrysobothris costata
Agrilus,Insecta,216,95,Buprestidae,3789.0,Agrilus,1049531.0,Animalia,1,HIGHERRANK,,Coleoptera,1470,Arthropoda,54,GENUS,"Agrilus Curtis, 1825",,,ACCEPTED,False,1049531,Agrilus occipitalis
Unaspis citri,Insecta,216,99,Diaspididae,4521.0,Unaspis,2088426.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Unaspis citri (Comstock, 1883)",Unaspis citri,7911763.0,ACCEPTED,False,7911763,Unaspis citri
Aphis,Insecta,216,95,Aphididae,3042.0,Aphis,8643682.0,Animalia,1,HIGHERRANK,,Hemiptera,809,Arthropoda,54,GENUS,"Aphis Linnaeus, 1758",,,ACCEPTED,False,8643682,Aphis citricola
Aleurocanthus spiniferus,Insecta,216,100,Aleyrodidae,4304.0,Aleurocanthus,2012156.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Aleurocanthus spiniferus (Quaintance, 1903)",Aleurocanthus spiniferus,2012158.0,ACCEPTED,False,2012158,Aleurocanthus spiniferus
Dialeurodes citrifolii,Insecta,216,99,Aleyrodidae,4304.0,Singhiella,3265615.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Dialeurodes citrifolii (Morgan, 1893)",Singhiella citrifolii,7731255.0,SYNONYM,True,2012141,Dialeurodes citrifolii
Parlatoria zizyphus,Insecta,216,99,Diaspididae,4521.0,Parlatoria,2085650.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Parlatoria zizyphus Cockerell, 1900",Parlatoria ziziphi,8416592.0,SYNONYM,True,5162278,Parlatoria zizyphus
Lepidosaphes gloverii,Insecta,216,99,Diaspididae,4521.0,Lepidosaphes,2088966.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Lepidosaphes gloverii (Packard, 1869)",Lepidosaphes gloverii,8215075.0,ACCEPTED,False,8215075,Lepidosaphes gloverii
Pseudococcus citriculus,Insecta,216,99,Pseudococcidae,4534.0,Pseudococcus,2081087.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Pseudococcus citriculus Green, 1922",Pseudococcus cryptus,2095244.0,SYNONYM,True,2095245,Pseudococcus citriculus
Abgrallaspis palmae,Insecta,216,98,Diaspididae,4521.0,Hemiberlesia,2083865.0,Animalia,1,EXACT,2 synonym homonyms,Hemiptera,809,Arthropoda,54,SPECIES,"Abgrallaspis palmae Balachowsky, 1948",Hemiberlesia palmae,2083914.0,SYNONYM,True,2083915,Abgrallaspis palmae
Parlatoria cinerea,Insecta,216,100,Diaspididae,4521.0,Parlatoria,2085650.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Parlatoria cinerea Hadden in Doane & Hadden, 1909",Parlatoria cinerea,5162198.0,ACCEPTED,False,5162198,Parlatoria cinerea
Adoxophyes fasciculana,Insecta,216,100,Tortricidae,5343.0,Adoxophyes,1740434.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Adoxophyes fasciculana Walker, 1866",Adoxophyes fasciculana,1740443.0,ACCEPTED,False,1740443,Adoxophyes fasciculana
Cryptophlebia peltastica,Insecta,216,100,Tortricidae,5343.0,Cryptophlebia,1736951.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Cryptophlebia peltastica Meyrick, 1921",Cryptophlebia peltastica,1736963.0,ACCEPTED,False,1736963,Cryptophlebia peltastica
Phyllocnistis citrella,Insecta,216,100,Gracillariidae,5487.0,Phyllocnistis,8057237.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Phyllocnistis citrella Stainton, 1856",Phyllocnistis citrella,1749580.0,ACCEPTED,False,1749580,Phyllocnistis citrella
Papilio polytes,Insecta,216,100,Papilionidae,9417.0,Papilio,1920784.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Papilio polytes Linnaeus, 1758",Papilio polytes,1938088.0,ACCEPTED,False,1938088,Papilio polytes
Prays citri,Insecta,216,100,Yponomeutidae,8874.0,Prays,1830808.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Prays citri Millière, 1873",Prays citri,1830823.0,ACCEPTED,False,1830823,Prays citri
Zea mays,Liliopsida,196,100,Poaceae,3073.0,Zea,2705049.0,Plantae,6,EXACT,,Poales,1369,Tracheophyta,7707728,SPECIES,Zea mays L.,Zea mays,5290052.0,ACCEPTED,False,5290052,Zea mays
Phyllophaga,Insecta,216,95,Melolonthidae,5593.0,Phyllophaga,1061346.0,Animalia,1,HIGHERRANK,,Coleoptera,1470,Arthropoda,54,GENUS,"Phyllophaga Harris, 1827",,,ACCEPTED,False,1061346,Phyllophaga bipunctata
Sitophilus oryzae,Insecta,216,97,Dryophthoridae,8494.0,Sitophilus,1170172.0,Animalia,1,EXACT,2 synonym homonyms,Coleoptera,1470,Arthropoda,54,SPECIES,"Sitophilus oryzae Hustache, A., 1930",Sitophilus oryzae,1170177.0,DOUBTFUL,False,1170177,Sitophilus oryzae
Pseudonapomyza spicata,Insecta,216,100,Agromyzidae,3329.0,Pseudonapomyza,1553858.0,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Pseudonapomyza spicata (Malloch, 1914)",Pseudonapomyza spicata,1553913.0,ACCEPTED,False,1553913,Pseudonapomyza spicata
Creontiades pallidifer,Insecta,216,99,Miridae,4319.0,Creontiades,2011499.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Creontiades pallidifer (Walker, 1873)",Creontiades pacificus,5866589.0,SYNONYM,True,4776870,Creontiades pallidifer
Saccharicoccus sacchari,Insecta,216,99,Pseudococcidae,4534.0,Saccharicoccus,2092999.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Saccharicoccus sacchari (Cockerell, 1895)",Saccharicoccus sacchari,2093000.0,ACCEPTED,False,2093000,Saccharicoccus sacchari
Peregrinus maidis,Insecta,216,100,Delphacidae,8498.0,Peregrinus,2054015.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Peregrinus maidis (Ashmead, 1890)",Peregrinus maidis,5156453.0,ACCEPTED,False,5156453,Peregrinus maidis
Rhopalosiphum maidis,Insecta,216,100,Aphididae,3042.0,Rhopalosiphum,2069512.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Rhopalosiphum maidis (Fitch, 1856)",Rhopalosiphum maidis,2069572.0,ACCEPTED,False,2069572,Rhopalosiphum maidis
Cicadulina bipunctatus,Insecta,216,95,Cicadellidae,9647.0,Cicadulina,2025559.0,Animalia,1,FUZZY,,Hemiptera,809,Arthropoda,54,SPECIES,"Cicadulina bipunctatus (Melichar, 1904)",Cicadulina bipunctatus,5812849.0,ACCEPTED,False,5812849,Cicadulina bipunctella
Marasmia,Insecta,216,94,Crambidae,8841.0,Marasmia,4687217.0,Animalia,1,HIGHERRANK,,Lepidoptera,797,Arthropoda,54,GENUS,"Marasmia Lederer, 1863",,,DOUBTFUL,False,4687217,Marasmia trapezalis
Melanitis leda,Insecta,216,100,Nymphalidae,7017.0,Melanitis,1895908.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Melanitis leda Linnaeus, 1758",Melanitis leda,1895956.0,ACCEPTED,False,1895956,Melanitis leda
Conocephalus longipennis,Insecta,216,99,Tettigoniidae,3991.0,Conocephalus,1682933.0,Animalia,1,EXACT,,Orthoptera,1458,Arthropoda,54,SPECIES,"Conocephalus longipennis (Haan, 1842)",Conocephalus longipennis,5096018.0,ACCEPTED,False,5096018,Conocephalus longipennis
Oxya japonica,Insecta,216,100,Acrididae,9394.0,Oxya,1700877.0,Animalia,1,EXACT,,Orthoptera,1458,Arthropoda,54,SPECIES,"Oxya japonica (Thunberg, 1815)",Oxya japonica,1700933.0,ACCEPTED,False,1700933,Oxya japonica
Locusta migratoria,Insecta,216,100,Acrididae,9394.0,Locusta,1687259.0,Animalia,1,HIGHERRANK,,Orthoptera,1458,Arthropoda,54,SPECIES,"Locusta migratoria (Linnaeus, C.N., 1758)",Locusta migratoria,1713418.0,ACCEPTED,False,1713418,Locusta migratoria manilensis
Aiolopus thalassinus dubius,Insecta,216,91,Acrididae,9394.0,Aiolopus,1713296.0,Animalia,1,EXACT,,Orthoptera,1458,Arthropoda,54,SUBSPECIES,"Aiolopus thalassinus subsp. dubius Willemse, 1923",Aiolopus thalassinus,1713317.0,ACCEPTED,False,6255622,Aiolopus thalassinus dubius
Oxya hyla,Insecta,216,99,Acrididae,9394.0,Oxya,1700877.0,Animalia,1,EXACT,,Orthoptera,1458,Arthropoda,54,SPECIES,"Oxya hyla Serville, 1831",Oxya hyla,1700953.0,ACCEPTED,False,1700953,Oxya hyla
Mangifera indica,Magnoliopsida,220,99,Anacardiaceae,2398.0,Mangifera,3075453.0,Plantae,6,EXACT,,Sapindales,933,Tracheophyta,7707728,SPECIES,Mangifera indica L.,Mangifera indica,3190638.0,ACCEPTED,False,3190638,Mangifera indica
Rhyparida,Insecta,216,96,Chrysomelidae,7780.0,Rhyparida,3259981.0,Animalia,1,HIGHERRANK,,Coleoptera,1470,Arthropoda,54,GENUS,"Rhyparida Baly, 1861",,,ACCEPTED,False,3259981,Rhyparida carolina
Sternochetus mangiferae,Insecta,216,100,Curculionidae,4239.0,Sternochetus,1225911.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Sternochetus mangiferae (Fabricius, 1775)",Sternochetus mangiferae,4292415.0,ACCEPTED,False,4292415,Sternochetus mangiferae
Cryptorhynchus mangiferae,Insecta,216,98,Curculionidae,4239.0,Cryptorhynchus,1194049.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,Cryptorhynchus mangiferae Dejean,Cryptorhynchus mangiferae,1194073.0,DOUBTFUL,False,1194073,Cryptorhynchus mangiferae
Semelaspidus mangiferae,Insecta,216,100,Diaspididae,4521.0,Semelaspidus,2082706.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Semelaspidus mangiferae Takahashi, 1939",Semelaspidus mangiferae,2082707.0,ACCEPTED,False,2082707,Semelaspidus mangiferae
Pinnaspis,Insecta,216,97,Diaspididae,4521.0,Pinnaspis,2086145.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,GENUS,"Pinnaspis Cockerell, 1892",,,ACCEPTED,False,2086145,Pinnaspis
Melanaspis bromeliae,Insecta,216,98,Diaspididae,4521.0,Melanaspis,2083167.0,Animalia,1,EXACT,2 synonym homonyms,Hemiptera,809,Arthropoda,54,SPECIES,"Melanaspis bromeliae Dekle, 1976",Melanaspis bromiliae,7450112.0,SYNONYM,True,2083317,Melanaspis bromeliae
Radionaspis indica,Insecta,216,99,Diaspididae,4521.0,Radionaspis,2087763.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Radionaspis indica (Marlatt, 1908)",Radionaspis indica,8302527.0,ACCEPTED,False,8302527,Radionaspis indica
Penicillaria jocosatrix,Insecta,216,100,Noctuidae,7015.0,Penicillaria,1785187.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Penicillaria jocosatrix Guenée, 1852",Penicillaria jocosatrix,5112440.0,ACCEPTED,False,5112440,Penicillaria jocosatrix
Anisodes illepidaria,Insecta,216,100,Geometridae,6950.0,Anisodes,1966371.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Anisodes illepidaria Guenée, 1858",Anisodes illepidaria,1966736.0,ACCEPTED,False,1966736,Anisodes illepidaria
Eugenia malaccensis,Magnoliopsida,220,99,Myrtaceae,5014.0,Eugenia,3177662.0,Plantae,6,EXACT,,Myrtales,690,Tracheophyta,7707728,SPECIES,Eugenia malaccensis Reinw. ex Blume,Eugenia malaccensis,7907394.0,ACCEPTED,False,7907394,Eugenia malaccensis
Dacus ochrosiae,Insecta,216,99,Tephritidae,3520.0,Bactrocera,1626510.0,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Dacus ochrosiae Malloch, 1942",Bactrocera ochrosiae,8353826.0,SYNONYM,True,1626713,Dacus ochrosiae
